0,1,2,3,4
4,3,39.0,6,0
7,4,64.0,1,0
7,8,52.0,6,0
7,1,78.0,6,0
3,0,54.0,1,0
3,6,82.0,1,0
3,5,77.0,1,0
7,10,67.0,6,0
1,4,89.0,1,0
6,10,76.0,1,0
5,11,81.0,6,0
7,10,44.0,6,0
7,8,79.0,6,0
3,2,82.0,1,0
3,10,71.0,1,0
3,4,74.0,1,1
4,1,70.0,6,0
7,6,49.0,1,0
7,4,84.0,6,0
3,4,87.0,1,1
7,7,67.0,6,0
7,7,67.0,6,0
4,11,89.0,1,1
6,6,53.0,1,0
7,6,61.0,1,0
3,4,64.0,1,0
7,8,78.0,4,0
15,10,88.0,1,0
15,10,76.0,1,0
6,6,76.0,1,0
4,9,90.0,6,1
7,6,73.0,1,0
3,5,65.0,1,1
7,4,65.0,6,0
15,6,78.0,1,0
7,6,82.0,1,1
6,6,34.0,1,0
4,10,53.0,1,0
15,10,78.0,1,0
3,7,71.0,1,0
15,6,61.0,6,1
7,0,64.0,6,0
15,6,57.0,6,0
7,10,74.0,1,0
7,2,71.0,6,0
3,6,86.0,1,1
3,0,64.0,1,1
6,6,68.0,1,0
5,9,74.0,6,1
7,2,81.0,6,0
7,6,84.0,6,1
15,6,83.0,1,0
6,6,68.0,1,0
6,4,73.0,1,0
7,0,84.0,4,1
7,6,62.0,1,0
6,8,48.0,6,0
6,4,72.0,1,0
4,10,91.0,6,0
7,11,71.0,6,0
7,8,88.0,4,1
3,2,82.0,6,0
7,6,79.0,1,0
7,10,85.0,1,0
5,9,84.0,1,0
3,10,79.0,1,0
7,7,70.0,6,0
7,8,59.0,6,0
7,10,78.0,1,0
6,4,65.0,1,0
3,4,84.0,1,0
3,4,61.0,1,0
7,2,81.0,6,0
7,10,77.0,1,0
7,6,64.0,1,0
7,8,64.0,4,0
3,0,54.0,1,0
7,6,91.0,4,1
7,4,32.0,1,1
3,10,85.0,1,0
6,0,65.0,1,0
7,8,59.0,4,0
7,6,76.0,1,0
15,6,64.0,1,0
7,4,66.0,1,1
3,6,93.0,1,1
7,0,80.0,4,0
3,4,84.0,1,1
7,7,87.0,6,1
15,8,89.0,4,1
3,8,78.0,1,0
15,3,70.0,1,1
7,7,43.0,6,0
7,6,38.0,6,0
7,6,63.0,1,0
7,8,87.0,4,0
7,6,81.0,1,0
4,6,69.0,6,0
7,10,57.0,1,0
3,10,95.0,1,1
5,11,75.0,1,0
7,0,39.0,6,0
3,10,58.0,1,0
6,8,85.0,6,0
6,6,54.0,6,0
4,4,61.0,1,0
7,6,35.0,6,0
3,10,76.0,1,0
3,6,68.0,1,0
3,7,81.0,1,0
7,8,39.0,6,0
3,3,79.0,1,1
3,7,68.0,1,0
4,10,81.0,1,0
7,10,97.0,6,1
15,8,71.0,6,0
3,1,68.0,1,0
7,3,83.0,1,0
7,0,67.0,4,0
7,1,68.0,6,0
7,7,92.0,6,1
3,6,78.0,1,0
7,0,89.0,4,1
7,4,53.0,1,0
7,7,70.0,6,0
7,0,69.0,6,0
7,10,52.0,1,0
1,7,80.0,6,0
6,7,89.0,6,0
6,8,73.0,4,0
7,9,75.0,6,0
7,10,58.0,1,0
7,1,84.0,6,0
7,0,97.0,4,1
7,7,53.0,6,0
7,6,95.0,1,1
6,10,81.0,1,0
3,0,46.0,1,0
6,0,26.0,6,0
6,3,63.0,1,0
7,3,47.0,1,0
3,0,67.0,1,0
7,6,58.0,1,0
7,4,59.0,1,0
7,8,81.0,6,0
7,11,63.0,6,0
7,9,63.0,1,0
15,6,74.0,1,0
5,9,91.0,6,0
7,10,70.0,6,0
7,0,96.0,4,1
7,0,71.0,6,0
3,7,88.0,1,0
6,0,84.0,4,0
6,10,88.0,1,1
15,8,61.0,1,0
15,8,97.0,4,1
7,9,65.0,6,0
6,0,64.0,1,1
3,5,62.0,1,0
7,9,77.0,1,0
15,9,76.0,6,0
3,1,57.0,1,0
3,4,52.0,1,0
3,7,79.0,1,0
4,2,92.0,6,1
3,5,68.0,1,0
4,10,87.0,1,0
7,10,81.0,6,1
7,0,44.0,6,0
6,10,80.0,1,0
7,10,65.0,1,0
6,10,62.0,1,0
7,10,92.0,1,1
4,6,80.0,1,0
7,10,67.0,1,0
7,10,44.0,1,0
7,8,65.0,6,0
7,10,74.0,1,1
7,10,94.0,1,1
3,5,58.0,1,0
5,11,81.0,6,0
4,5,87.0,1,1
15,6,59.0,1,0
7,6,45.0,6,0
3,0,61.0,1,0
4,9,87.0,1,1
7,9,89.0,1,1
6,1,64.0,4,0
7,7,73.0,4,0
15,10,76.0,6,0
3,6,50.0,1,0
7,6,57.0,1,1
7,9,59.0,1,0
15,10,78.0,6,0
3,4,72.0,1,0
7,8,80.0,4,1
6,6,69.0,1,0
7,0,90.0,6,0
3,7,79.0,1,0
15,4,49.0,6,0
7,8,54.0,6,0
3,11,92.0,1,0
7,0,86.0,4,1
7,6,69.0,1,0
7,8,65.0,6,0
7,6,77.0,6,0
3,7,77.0,1,0
6,0,74.0,1,1
4,6,67.0,6,0
7,10,89.0,1,1
7,10,57.0,1,0
15,0,84.0,4,0
7,10,82.0,1,0
15,0,52.0,6,0
6,10,81.0,1,0
7,1,49.0,6,0
1,6,82.0,6,0
7,7,64.0,6,0
7,10,85.0,1,1
3,10,39.0,1,0
3,5,79.0,1,1
3,4,58.0,1,0
7,10,77.0,1,0
7,0,94.0,4,1
6,7,58.0,6,0
7,2,79.0,6,0
7,10,63.0,1,0
7,9,84.0,6,1
7,6,85.0,1,1
7,6,36.0,1,0
7,8,72.0,6,1
6,0,62.0,1,0
4,0,78.0,1,1
7,9,73.0,6,1
4,10,66.0,1,0
7,3,77.0,6,0
7,4,90.0,1,1
3,0,64.0,1,0
6,2,64.0,1,0
4,6,83.0,1,0
4,10,89.0,1,0
3,0,84.0,1,0
7,6,64.0,6,1
7,0,73.0,6,1
6,4,69.0,6,0
4,10,90.0,1,0
3,4,60.0,1,0
15,6,86.0,1,0
15,10,85.0,1,0
3,5,70.0,1,0
7,9,78.0,6,0
3,0,63.0,1,0
4,10,68.0,6,0
4,0,70.0,4,0
7,7,75.0,6,1
7,8,65.0,6,1
4,10,78.0,1,0
3,10,44.0,1,0
4,9,59.0,1,0
4,10,88.0,1,0
4,10,71.0,1,0
4,0,76.0,1,1
7,7,87.0,6,0
3,10,82.0,1,0
3,0,68.0,1,0
15,2,81.0,4,0
15,6,71.0,6,0
7,10,79.0,1,0
3,3,76.0,1,0
15,10,37.0,6,0
15,9,74.0,6,0
7,10,55.0,1,0
7,2,57.0,6,0
7,10,62.0,1,0
3,8,69.0,6,0
3,0,73.0,6,0
7,10,54.0,4,0
7,4,71.0,4,0
4,10,44.0,6,0
7,10,93.0,1,1
3,0,38.0,1,0
4,10,92.0,1,0
4,10,76.0,1,0
4,2,60.0,6,0
7,6,81.0,1,1
4,10,62.0,1,0
7,8,61.0,4,1
3,10,77.0,1,0
7,10,83.0,1,0
7,4,70.0,1,1
15,0,79.0,6,0
15,10,90.0,6,0
15,0,46.0,6,0
7,6,63.0,6,1
7,3,63.0,1,0
4,8,75.0,6,0
3,6,82.0,1,0
5,9,92.0,6,0
5,0,88.0,4,0
7,8,58.0,4,0
15,10,80.0,1,0
7,4,86.0,1,1
7,8,75.0,4,0
4,4,61.0,1,0
3,8,61.0,6,0
15,9,78.0,6,0
7,0,72.0,6,0
4,0,53.0,6,0
7,10,53.0,1,0
15,4,70.0,1,1
3,8,65.0,6,0
7,10,89.0,1,1
15,2,46.0,6,0
3,7,86.0,1,1
7,10,66.0,1,0
15,0,53.0,6,0
4,4,53.0,1,0
4,10,84.0,1,0
15,9,87.0,6,1
7,0,59.0,6,1
3,5,71.0,1,0
7,0,64.0,1,0
3,4,71.0,1,1
7,6,31.0,1,0
4,6,36.0,1,0
3,8,60.0,1,0
3,0,50.0,1,0
4,8,88.0,6,0
15,0,83.0,4,0
15,6,71.0,6,0
4,2,59.0,6,0
4,1,92.0,4,0
4,10,78.0,6,0
3,2,83.0,6,0
4,10,70.0,6,0
7,10,71.0,1,0
4,10,83.0,1,0
3,2,58.0,1,0
4,10,90.0,1,0
15,2,74.0,6,0
7,10,73.0,1,0
5,11,74.0,1,1
4,10,61.0,1,0
7,10,89.0,1,1
4,10,77.0,1,0
7,0,47.0,6,0
3,6,58.0,1,0
15,10,67.0,1,0
15,8,75.0,4,0
4,7,79.0,6,0
7,6,69.0,1,0
3,8,46.0,6,0
7,11,79.0,6,0
7,8,72.0,6,0
7,11,71.0,1,0
15,6,70.0,6,0
7,3,30.0,1,0
3,6,74.0,1,0
3,10,76.0,1,0
15,0,53.0,4,0
3,4,51.0,1,0
3,10,80.0,1,0
15,0,66.0,1,0
4,10,82.0,1,0
7,8,57.0,6,0
4,6,55.0,6,0
3,5,75.0,1,0
7,2,68.0,6,0
4,8,80.0,6,0
15,0,56.0,6,0
7,10,73.0,1,0
4,4,62.0,1,0
7,0,63.0,1,0
7,9,71.0,6,0
15,0,44.0,6,0
4,7,63.0,1,0
4,4,61.0,1,0
4,10,79.0,1,0
15,0,71.0,6,0
4,2,64.0,6,0
7,8,78.0,6,0
4,2,67.0,6,0
7,1,67.0,6,0
15,0,70.0,6,0
7,7,74.0,1,0
7,10,74.0,1,0
15,6,84.0,1,0
3,0,71.0,1,0
3,0,66.0,6,0
15,4,62.0,1,0
7,6,47.0,6,0
3,10,42.0,1,0
7,2,61.0,6,0
7,1,50.0,6,0
4,10,70.0,1,0
15,0,47.0,6,0
15,10,58.0,6,0
7,6,80.0,1,0
15,8,88.0,6,0
15,10,72.0,1,0
15,6,67.0,6,0
4,6,78.0,1,0
7,10,49.0,1,0
15,6,56.0,6,0
15,10,88.0,1,0
15,11,67.0,6,0
7,9,64.0,1,0
15,2,65.0,6,0
7,4,82.0,1,0
7,0,27.0,6,0
3,5,75.0,1,0
4,3,62.0,1,0
7,7,78.0,6,0
15,2,62.0,6,0
3,4,78.0,1,0
3,3,78.0,1,0
3,2,80.0,6,0
4,10,91.0,6,0
15,10,87.0,1,0
15,1,80.0,6,0
7,6,73.0,1,0
7,3,75.0,1,0
4,6,78.0,1,0
15,0,61.0,6,0
5,11,89.0,6,0
3,6,27.0,1,0
7,8,56.0,4,0
15,10,72.0,1,0
15,0,59.0,6,0
4,0,67.0,6,0
7,0,59.0,1,0
4,0,82.0,6,0
15,2,32.0,6,0
15,1,64.0,6,0
7,0,49.0,4,0
7,6,73.0,1,0
7,0,87.0,4,0
4,6,85.0,1,0
15,10,90.0,1,0
15,3,69.0,6,0
4,2,50.0,6,0
3,0,81.0,1,0
15,0,80.0,6,0
3,4,62.0,1,0
3,10,90.0,1,0
15,10,74.0,6,0
7,0,74.0,4,0
7,6,53.0,1,0
15,0,78.0,6,0
4,4,42.0,1,0
15,3,33.0,1,0
4,5,70.0,1,0
3,10,72.0,1,0
3,10,85.0,1,0
3,3,60.0,1,0
15,10,72.0,6,0
5,11,92.0,6,0
15,6,74.0,6,0
4,4,60.0,1,0
4,3,79.0,6,0
7,7,65.0,1,0
4,10,69.0,6,0
4,10,86.0,1,0
7,7,71.0,6,0
15,6,87.0,1,0
4,10,72.0,1,0
4,6,85.0,1,0
7,8,50.0,6,0
3,4,46.0,1,0
3,3,47.0,1,0
7,6,57.0,1,0
4,2,63.0,6,0
7,11,77.0,1,0
15,8,68.0,4,0
7,9,81.0,6,0
3,4,82.0,1,0
7,6,54.0,1,0
15,10,93.0,6,0
7,10,61.0,1,0
7,1,52.0,1,0
7,6,80.0,1,0
15,6,75.0,1,0
7,6,76.0,1,0
15,4,71.0,1,0
15,2,68.0,6,0
3,0,68.0,1,0
7,9,74.0,6,0
3,0,53.0,1,0
15,4,70.0,6,0
4,6,58.0,6,0
7,1,78.0,4,0
7,6,73.0,6,0
7,2,74.0,6,0
4,10,88.0,6,0
7,6,86.0,1,0
15,8,54.0,4,0
7,10,44.0,6,0
7,6,62.0,6,0
7,6,59.0,1,0
15,0,77.0,6,0
15,1,55.0,1,0
4,8,67.0,6,0
7,10,65.0,1,0
15,8,78.0,6,0
3,0,55.0,1,0
7,1,69.0,4,0
15,6,75.0,1,0
4,10,80.0,1,0
3,1,80.0,6,0
15,10,72.0,1,0
4,6,68.0,1,0
15,8,90.0,6,0
7,1,72.0,6,0
3,2,67.0,6,0
7,3,46.0,6,0
7,0,46.0,1,0
4,8,77.0,4,0
4,5,65.0,1,0
15,10,84.0,1,0
15,8,65.0,6,0
3,6,67.0,1,0
7,10,62.0,1,0
7,6,83.0,1,0
7,1,37.0,6,0
7,6,70.0,1,0
15,6,69.0,1,0
4,4,46.0,1,0
4,10,58.0,1,0
4,10,80.0,1,0
15,10,88.0,1,0
15,10,64.0,1,0
7,10,76.0,6,0
7,2,63.0,6,0
3,7,76.0,1,0
7,10,80.0,1,0
4,1,81.0,1,0
3,10,76.0,1,0
7,10,77.0,1,0
15,5,28.0,1,0
3,0,53.0,1,0
3,6,49.0,1,0
15,10,79.0,1,0
7,6,82.0,1,0
7,2,59.0,6,0
15,8,48.0,6,0
15,10,78.0,6,0
3,4,87.0,6,0
7,5,72.0,1,0
7,7,70.0,1,0
7,1,78.0,4,0
15,10,80.0,1,0
4,0,71.0,4,0
15,8,71.0,6,0
3,11,75.0,1,0
4,3,39.0,1,0
4,10,36.0,1,0
7,10,78.0,1,0
15,1,66.0,4,0
7,10,76.0,6,0
3,6,69.0,1,0
3,5,82.0,1,0
15,0,79.0,6,0
15,10,92.0,1,0
4,10,72.0,1,0
7,1,57.0,1,0
7,6,66.0,1,0
4,2,73.0,6,0
4,4,48.0,1,0
7,10,73.0,1,0
4,2,74.0,6,0
3,2,24.0,1,0
3,0,55.0,1,0
3,0,58.0,6,0
15,10,77.0,1,0
7,8,90.0,6,0
4,6,60.0,1,0
7,4,49.0,1,0
4,6,56.0,1,0
3,7,58.0,1,0
4,0,77.0,1,0
7,2,58.0,6,0
7,10,82.0,1,0
7,0,79.0,6,0
7,1,59.0,6,0
7,7,76.0,6,0
3,0,63.0,6,0
7,10,76.0,1,0
4,10,84.0,1,0
15,8,73.0,4,0
7,6,54.0,1,0
4,8,74.0,6,0
7,8,56.0,4,0
15,6,84.0,1,0
4,8,80.0,6,0
3,10,55.0,1,0
7,7,70.0,6,0
3,0,38.0,1,0
7,10,81.0,1,0
7,7,45.0,6,0
15,6,60.0,6,0
15,9,83.0,6,0
7,0,80.0,4,0
7,0,67.0,6,0
3,0,54.0,6,0
3,2,73.0,1,0
3,3,79.0,6,0
4,6,67.0,6,0
4,4,69.0,1,0
7,1,71.0,1,0
7,6,78.0,1,0
3,9,66.0,1,0
3,3,62.0,1,0
7,6,81.0,6,0
15,1,74.0,6,0
3,4,71.0,1,0
15,0,54.0,6,0
15,10,85.0,6,0
15,8,83.0,4,0
3,6,78.0,1,0
7,8,67.0,6,0
7,0,83.0,6,0
3,4,59.0,1,0
4,10,60.0,4,0
7,6,73.0,6,1
4,6,56.0,6,0
15,10,80.0,1,0
4,8,54.0,4,0
15,2,56.0,6,0
7,6,89.0,1,1
4,10,91.0,1,0
3,6,80.0,1,0
4,6,72.0,1,0
3,8,71.0,1,0
7,0,67.0,4,0
3,2,56.0,6,0
7,6,82.0,1,1
3,10,83.0,1,0
4,8,74.0,6,0
4,4,39.0,1,0
15,6,60.0,1,0
7,6,81.0,1,0
3,4,73.0,1,0
7,10,38.0,6,1
15,0,88.0,6,0
7,3,73.0,6,0
7,6,71.0,6,1
7,5,64.0,1,0
4,10,92.0,1,0
15,1,78.0,4,0
4,0,49.0,6,0
4,8,54.0,6,0
4,0,74.0,1,0
5,11,72.0,6,0
7,5,44.0,1,1
4,2,75.0,6,0
3,3,75.0,1,0
7,6,60.0,6,0
3,4,76.0,1,1
3,9,79.0,1,0
15,10,79.0,1,0
3,1,75.0,1,0
7,8,55.0,6,1
5,7,91.0,6,0
15,10,89.0,1,0
4,4,63.0,6,0
4,5,87.0,1,1
3,7,76.0,1,0
7,0,73.0,1,1
3,8,72.0,6,0
5,9,69.0,1,0
3,0,71.0,6,0
7,1,59.0,1,0
4,4,66.0,1,0
3,6,41.0,1,0
3,0,55.0,1,0
15,3,19.0,1,0
7,6,66.0,1,0
7,10,38.0,6,0
4,10,59.0,1,0
3,3,75.0,1,0
3,10,73.0,1,0
3,3,55.0,1,0
7,11,68.0,6,0
7,0,50.0,6,0
3,6,86.0,1,0
4,10,71.0,1,0
4,0,33.0,1,0
7,8,88.0,6,1
3,10,66.0,1,0
3,7,62.0,1,0
7,10,89.0,1,0
4,4,92.0,1,1
15,10,49.0,6,0
7,2,79.0,6,1
7,7,85.0,1,1
7,10,68.0,1,0
7,1,84.0,4,1
7,0,72.0,4,1
7,8,84.0,4,1
7,6,59.0,1,0
7,10,88.0,1,1
7,6,62.0,1,0
5,0,77.0,1,0
15,8,81.0,6,1
3,4,81.0,1,1
3,4,45.0,1,0
7,8,77.0,6,1
4,10,75.0,1,0
7,0,81.0,4,0
3,8,70.0,1,0
3,4,78.0,1,0
7,7,78.0,6,0
4,1,82.0,6,1
7,11,47.0,6,0
15,6,58.0,6,0
7,3,67.0,1,0
4,7,72.0,6,0
3,4,78.0,1,1
4,1,50.0,1,0
3,8,61.0,1,0
3,0,70.0,6,0
4,0,96.0,1,1
15,6,59.0,6,0
15,0,54.0,6,0
15,7,44.0,6,0
7,0,82.0,6,1
4,8,73.0,4,0
4,0,60.0,6,0
15,10,76.0,1,0
7,0,76.0,1,1
7,7,83.0,6,1
5,0,82.0,6,0
15,6,35.0,1,0
3,10,68.0,1,0
3,4,83.0,1,1
7,10,84.0,1,0
3,0,64.0,1,0
7,11,67.0,6,0
7,2,94.0,6,1
7,2,87.0,6,0
7,0,66.0,6,0
7,10,57.0,1,0
7,10,95.0,1,1
15,8,84.0,4,1
7,0,71.0,4,1
6,2,69.0,6,0
3,10,78.0,1,0
15,8,76.0,4,0
3,8,57.0,4,0
4,10,66.0,1,0
15,10,71.0,6,0
4,10,89.0,1,0
4,2,68.0,6,0
7,8,63.0,4,1
7,10,94.0,6,1
4,1,71.0,1,0
7,1,69.0,1,0
4,5,67.0,1,0
7,10,88.0,1,1
3,10,49.0,1,0
7,8,82.0,4,1
15,7,83.0,6,0
3,0,72.0,1,0
3,3,53.0,1,0
5,8,86.0,4,0
4,3,75.0,1,1
15,5,58.0,1,0
5,0,93.0,4,0
7,4,65.0,1,0
15,10,48.0,1,0
3,10,66.0,1,0
5,8,89.0,6,0
4,3,66.0,6,0
15,8,72.0,4,0
15,10,81.0,1,0
4,6,55.0,1,0
7,7,76.0,6,0
7,10,72.0,1,0
15,8,63.0,6,0
7,10,85.0,6,0
7,11,78.0,6,0
15,10,58.0,4,0
3,0,92.0,1,1
3,7,53.0,1,1
4,6,64.0,1,0
3,10,59.0,1,0
7,4,56.0,1,1
5,9,79.0,6,1
4,4,36.0,6,0
3,0,76.0,1,1
15,8,48.0,6,0
7,10,67.0,6,0
7,10,83.0,1,1
15,8,73.0,6,0
3,7,79.0,1,0
3,0,63.0,1,0
15,6,42.0,6,0
3,11,70.0,1,0
5,7,83.0,6,0
5,11,59.0,6,0
3,0,72.0,1,0
7,10,59.0,6,1
7,0,71.0,1,1
3,10,62.0,1,0
7,0,85.0,4,1
7,10,59.0,1,0
15,10,90.0,1,0
7,2,79.0,4,1
4,6,71.0,6,0
4,5,64.0,1,0
5,9,75.0,6,1
7,2,67.0,6,1
3,0,50.0,1,0
4,3,70.0,1,1
15,10,57.0,1,0
4,8,97.0,6,1
4,10,68.0,1,0
3,0,68.0,1,0
15,10,79.0,1,0
3,8,70.0,6,0
7,1,68.0,4,0
7,10,58.0,1,0
3,0,52.0,1,0
15,5,42.0,1,0
7,10,93.0,1,1
15,0,79.0,1,1
7,10,76.0,6,0
4,1,61.0,6,0
4,2,81.0,4,0
15,10,67.0,1,0
7,10,24.0,6,0
15,0,76.0,4,0
3,0,47.0,1,0
15,10,87.0,1,0
7,7,68.0,6,0
7,8,73.0,4,1
7,10,73.0,1,0
7,8,65.0,4,0
3,8,76.0,6,0
3,0,95.0,1,1
7,8,59.0,1,0
7,0,95.0,4,1
3,8,65.0,1,0
15,6,69.0,6,0
7,6,86.0,1,1
7,6,50.0,6,0
