Nombre,Plataforma,Genero,V_Global,Score,ESRB,Exito
Final Fantasy Tactics A2: Grimoire of the Rift,DS,Role-Playing,0.75,80.0,E10+,0
Coded Arms: Contagion,PSP,Shooter,0.06,56.0,T,0
Legend of the Dragon,Wii,Fighting,0.06,37.0,T,0
Scarface: The World is Yours,Wii,Action,0.14,71.0,M,0
The Witcher,PC,Role-Playing,0.06,81.0,M,0
All-Pro Football 2K8,X360,Sports,0.26,75.0,E10+,0
Spider-Man 3,PS3,Platform,0.67,60.0,T,0
Harry Potter and the Order of the Phoenix,DS,Action,0.84,51.0,E,0
Ratatouille,PSP,Action,0.66,64.0,E,0
Shrek the Third,Wii,Action,0.28,57.0,E10+,0
Juiced 2: Hot Import Nights,X360,Racing,0.63,68.0,T,0
Rayman Raving Rabbids,DS,Misc,0.14,56.0,E,0
The Golden Compass,PS3,Action,0.28,40.0,E10+,0
Taito Legends Power Up,PSP,Action,0.05,41.0,E,0
Spider-Man: Friend or Foe,Wii,Action,0.14,59.0,E10+,0
Bladestorm: The Hundred Years' War,PS3,Action,0.28,58.0,T,0
Record of Agarest War,PS3,Role-Playing,0.07,67.0,T,0
Lost Odyssey,X360,Role-Playing,0.9,78.0,T,0
NBA Live 08,PS3,Sports,0.63,73.0,E,0
Alvin and the Chipmunks,PS2,Misc,0.07,33.0,E,0
Madden NFL 08,Wii,Sports,0.87,76.0,E,0
Romance of the Three Kingdoms XI,PS2,Strategy,0.07,69.0,E10+,0
Wario: Master of Disguise,DS,Platform,0.65,60.0,E10+,0
Dungeon Explorer: Warriors of Ancient Arts,DS,Role-Playing,0.06,60.0,E10+,0
MX vs. ATV Untamed,PSP,Racing,0.65,59.0,E,0
Sega Rally Revo,PSP,Racing,0.25,74.0,E,0
Stuntman: Ignition,X360,Racing,0.64,75.0,T,0
Star Ocean: First Departure,PSP,Role-Playing,0.64,74.0,T,0
Aqua Teen Hunger Force: Zombie Ninja Pro-Am,PS2,Racing,0.07,37.0,M,0
Madden NFL 08,DS,Sports,0.25,71.0,E,0
Ratatouille,GC,Action,0.14,60.0,E,0
Spider-Man 3,PS2,Platform,0.9,50.0,T,0
Operation Darkness,X360,Role-Playing,0.07,46.0,M,0
Izuna 2: The Unemployed Ninja Returns,DS,Role-Playing,0.06,65.0,T,0
R-Type Command,PSP,Strategy,0.07,69.0,E10+,0
Alvin and the Chipmunks,Wii,Misc,0.05,30.0,E,0
Jackass the Game,PS2,Action,0.28,58.0,M,0
Dave Mirra BMX Challenge,Wii,Sports,0.07,36.0,E,0
The Simpsons Game,PS3,Action,0.88,71.0,T,0
Tony Hawk's Proving Ground,PS2,Sports,0.66,65.0,T,0
Zendoku,DS,Puzzle,0.06,68.0,E,0
Syphon Filter: Dark Mirror,PS2,Shooter,0.28,70.0,T,0
The Darkness,PS3,Shooter,0.66,80.0,M,0
NASCAR 08,X360,Racing,0.29,59.0,E,0
Sega Rally Revo,PS3,Racing,0.63,75.0,E,0
Surf's Up,DS,Sports,0.28,56.0,E,0
MLB 07: The Show,PSP,Sports,0.28,82.0,E,0
Cars: Mater-National Championship,X360,Racing,0.14,58.0,E,0
Final Fantasy Crystal Chronicles: Ring of Fates,DS,Role-Playing,0.66,77.0,E10+,0
DiRT,X360,Racing,0.87,83.0,E,0
Shin Megami Tensei: Persona 3 FES,PS2,Role-Playing,0.63,89.0,M,0
Unreal Tournament III,PS3,Shooter,0.67,86.0,M,0
Medal of Honor: Airborne,PC,Shooter,0.05,78.0,T,0
Juiced 2: Hot Import Nights,PS3,Racing,0.25,71.0,T,0
NHL 08,PS3,Action,0.25,86.0,E10+,0
Tom Clancy's Splinter Cell: Double Agent,PS3,Action,0.26,78.0,M,0
Secret Files: Tunguska,Wii,Adventure,0.06,65.0,T,0
Crysis: Warhead,PC,Shooter,0.02,84.0,M,0
Wonder World Amusement Park,Wii,Misc,0.05,37.0,E,0
Pimp My Ride,Wii,Racing,0.11,26.0,T,0
Unsolved Crimes,DS,Adventure,0.05,66.0,T,0
Peggle Nights,PC,Puzzle,0.02,76.0,E,0
Bolt,PS3,Adventure,0.19,59.0,E10+,0
NFL Tour,X360,Sports,0.1,49.0,E,0
MLB Power Pros 2008,DS,Sports,0.06,70.0,E,0
Space Invaders Extreme,DS,Shooter,0.15,85.0,E,0
Ford Racing Off Road,PSP,Racing,0.14,47.0,E,0
Ten Pin Alley 2,Wii,Sports,0.02,30.0,E,0
Mana Khemia: Student Alliance,PSP,Role-Playing,0.1,41.0,E10+,0
Help Wanted: 50 Wacky Jobs,Wii,Simulation,0.1,65.0,E10+,0
Sonic Riders: Zero Gravity,PS2,Racing,0.18,56.0,E,0
Little League World Series Baseball 2008,DS,Sports,0.06,61.0,E,0
Rapala Fishing Frenzy 2009,PS3,Sports,0.17,31.0,E,0
Harvey Birdman: Attorney at Law,PSP,Adventure,0.1,62.0,T,0
Hero's Saga Laevatein Tactics,DS,Role-Playing,0.14,62.0,T,0
NHL 09,PC,Sports,0.02,62.0,E10+,0
Garfield's Fun Fest,DS,Platform,0.11,44.0,E,0
Cate West: The Vanishing Files,DS,Adventure,0.1,68.0,E10+,0
Legendary,PC,Shooter,0.02,50.0,M,0
WWE SmackDown vs. Raw 2009,DS,Fighting,0.18,58.0,T,0
Mister Slime,DS,Action,0.05,59.0,E,0
Mechanic Master,DS,Puzzle,0.11,76.0,E,0
Madagascar: Escape 2 Africa,PC,Action,0.01,58.0,E10+,0
Tom Clancy's EndWar,PSP,Strategy,0.11,68.0,T,0
NBA Ballers: Chosen One,X360,Sports,0.19,55.0,E,0
Iridium Runners,PS2,Racing,0.02,57.0,E,0
Rapala Fishing Frenzy 2009,X360,Sports,0.05,41.0,E,0
Alone in the Dark,PC,Adventure,0.01,55.0,M,0
Warhammer: Battle March,X360,Strategy,0.11,55.0,M,0
Nanostray 2,DS,Shooter,0.05,75.0,E,0
Emergency Mayhem,Wii,Racing,0.02,40.0,T,0
Zenses: Rainforest,DS,Puzzle,0.12,59.0,E,0
NFL Head Coach 09,X360,Sports,0.11,67.0,E,0
Zubo,DS,Misc,0.11,75.0,E10+,0
Dokapon Journey,DS,Role-Playing,0.05,60.0,E10+,0
Neverland Card Battles,PSP,Role-Playing,0.05,57.0,T,0
NPPL: Championship Paintball 2009,X360,Shooter,0.12,44.0,E10+,0
Spider-Man: Web of Shadows,DS,Action,0.1,77.0,E10+,0
Rubik's World,Wii,Puzzle,0.14,64.0,E,0
Onechanbara: Bikini Zombie Slayers,Wii,Action,0.12,55.0,M,0
NFL Head Coach 09,PS3,Sports,0.14,64.0,E,0
Space Chimps,X360,Platform,0.11,57.0,E10+,0
Raiden IV,X360,Shooter,0.12,63.0,E10+,0
Armored Core: For Answer,X360,Simulation,0.15,64.0,T,0
Rubik's World,DS,Puzzle,0.12,66.0,E,0
Call of Duty: World at War,PC,Shooter,0.18,83.0,M,0
Army Men: Soldiers of Misfortune,DS,Shooter,0.11,35.0,E,0
Zenses: Ocean,DS,Puzzle,0.12,56.0,E,0
George of the Jungle and the Search for the Secret,DS,Platform,0.05,44.0,E,0
Deadliest Catch: Alaskan Storm,X360,Sports,0.05,56.0,T,0
Ninja Reflex,Wii,Action,0.12,49.0,E10+,0
Warriors Orochi 2,X360,Action,0.06,44.0,T,0
Pinball Hall of Fame: The Williams Collection,PSP,Misc,0.11,78.0,E10+,0
Death Jr.: Root of Evil,Wii,Platform,0.11,71.0,T,0
Harvey Birdman: Attorney at Law,PS2,Adventure,0.12,63.0,T,0
Samurai Shodown Anthology,Wii,Fighting,0.06,74.0,T,0
Patapon 2,PSP,Misc,0.1,81.0,E,0
Mushroom Men: The Spore Wars,Wii,Action,0.18,72.0,E10+,0
Six Flags Fun Park,DS,Misc,0.18,34.0,E,0
Mushroom Men: Rise of the Fungi,DS,Action,0.11,45.0,E,0
Trauma Center: Under the Knife 2,DS,Simulation,0.11,79.0,T,0
Imperium Romanum,PC,Strategy,0.02,63.0,E10+,0
The Chronicles of Narnia: Prince Caspian,X360,Action,0.18,56.0,T,0
Naruto Shippuden: Naruto vs. Sasuke,DS,Action,0.11,64.0,E10+,0
Spitfire Heroes: Tales of the Royal Air Force,DS,Simulation,0.05,49.0,E10+,0
Real Soccer 2009,DS,Sports,0.06,70.0,E,0
Turok,PC,Action,0.01,65.0,M,0
Class of Heroes,PSP,Role-Playing,0.14,61.0,T,0
Hellboy: The Science of Evil,X360,Action,0.11,44.0,T,0
Dragon Ball: Origins,DS,Action,0.12,78.0,T,0
SNK Arcade Classics Vol. 1,PSP,Misc,0.15,68.0,T,0
Nancy Drew: The White Wolf of Icicle Creek,Wii,Adventure,0.15,67.0,E,0
Alone in the Dark,Wii,Adventure,0.18,39.0,M,0
Pirates of the Burning Sea,PC,Role-Playing,0.02,76.0,T,0
Princess Debut,DS,Misc,0.1,71.0,E,0
A Vampyre Story,PC,Adventure,0.02,75.0,T,0
Overlord: Raising Hell,PS3,Action,0.12,72.0,T,0
Pipe Mania,PS2,Puzzle,0.14,68.0,E,0
Bejeweled Twist,PC,Puzzle,0.05,78.0,E,0
Lost: Via Domus,PC,Action,0.02,52.0,T,0
Theresia...,DS,Adventure,0.06,61.0,M,0
Sacred 2: Fallen Angel,PC,Role-Playing,0.06,71.0,M,0
The Wizard of Oz: Beyond The Yellow Brick Road,DS,Role-Playing,0.15,68.0,E,0
Super Dodgeball Brawlers,DS,Sports,0.14,65.0,E,0
Blitz: The League II,X360,Sports,0.1,68.0,M,0
NFL Tour,PS3,Sports,0.11,45.0,E,0
Hail to the Chimp,PS3,Misc,0.05,51.0,T,0
FlatOut: Ultimate Carnage,PC,Racing,0.01,79.0,T,0
Jumper: Griffin's Story,X360,Action,0.06,29.0,T,0
Universe at War: Earth Assault,X360,Action,0.1,66.0,T,0
The Spiderwick Chronicles,X360,Action,0.11,59.0,E10+,0
Conflict: Denied Ops,PC,Shooter,0.01,58.0,M,0
Space Chimps,DS,Platform,0.06,59.0,E,0
Yggdra Union: We'll Never Fight Alone,PSP,Role-Playing,0.1,73.0,T,0
Exit DS,DS,Puzzle,0.1,64.0,E,0
Hail to the Chimp,X360,Misc,0.06,52.0,T,0
Double Sequence: The Q-Virus Invasion,DS,Puzzle,0.01,37.0,E,0
Skate City Heroes,Wii,Sports,0.12,59.0,E,0
Wall-E,PC,Platform,0.02,58.0,E,0
Karaoke Revolution Presents American Idol Encore,X360,Misc,0.11,70.0,E,0
The Sky Crawlers: Innocent Aces,Wii,Simulation,0.12,74.0,T,0
Disgaea DS,DS,Role-Playing,0.18,82.0,T,0
Banjo-Kazooie,X360,Platform,0.01,77.0,E,0
Vampire Rain: Altered Species,PS3,Action,0.06,30.0,M,0
Secret Files: Tunguska,DS,Adventure,0.05,71.0,T,0
The King of Fighters Collection: The Orochi Saga,Wii,Fighting,0.11,70.0,T,0
Tecmo Bowl: Kickoff,DS,Sports,0.11,66.0,E,0
DropCast,DS,Puzzle,0.06,66.0,E,0
The History Channel: Battle for the Pacific,PS3,Shooter,0.07,36.0,T,0
Color Cross,DS,Misc,0.05,72.0,E,0
Miami Nights: Singles in the City,DS,Simulation,0.08,48.0,T,0
Devil May Cry 4,PC,Action,0.04,78.0,M,0
Summer Athletics: The Ultimate Challenge,X360,Sports,0.03,48.0,E,0
TransFormers Animated: The Game,DS,Action,0.16,69.0,E,0
Agatha Christie: Evil Under the Sun,Wii,Adventure,0.08,46.0,T,0
NBA Ballers: Chosen One,PS3,Sports,0.14,54.0,E,0
Travel Games For Dummies,DS,Misc,0.14,62.0,E,0
The Spiderwick Chronicles,DS,Action,0.08,60.0,E10+,0
Digimon World Championship,DS,Role-Playing,0.07,49.0,E,0
Touch Mechanic,DS,Simulation,0.08,54.0,E,0
Cabela's Dangerous Hunts 2009,X360,Sports,0.13,42.0,T,0
MLB Power Pros 2008,Wii,Sports,0.13,79.0,E,0
SNK Arcade Classics Vol. 1,Wii,Misc,0.07,73.0,T,0
Alone in the Dark: Inferno,PS3,Adventure,0.13,69.0,M,0
NCAA Football 09 All-Play,Wii,Sports,0.16,49.0,E,0
Klonoa,Wii,Platform,0.16,77.0,E10+,0
SafeCracker: The Ultimate Puzzle Adventure,Wii,Puzzle,0.08,56.0,E,0
Super Robot Taisen OG Saga: Endless Frontier,DS,Role-Playing,0.08,73.0,T,0
Toy Shop,DS,Simulation,0.03,31.0,E,0
Silent Hill: Origins,PS2,Action,0.07,70.0,M,0
Legendary,PS3,Shooter,0.13,50.0,M,0
Target: Terror,Wii,Shooter,0.07,33.0,M,0
Jumper: Griffin's Story,Wii,Action,0.09,28.0,T,0
Kung Fu Panda: Legendary Warriors,DS,Action,0.03,73.0,E10+,0
007: Quantum of Solace,PC,Action,0.03,70.0,T,0
Tak and the Guardians of Gross,Wii,Action,0.16,63.0,E10+,0
The Sims 2: Apartment Life,PC,Simulation,0.09,75.0,T,0
Sins of a Solar Empire,PC,Strategy,0.03,87.0,T,0
NCAA Basketball 09,PS3,Sports,0.17,68.0,E,0
Hellboy: The Science of Evil,PSP,Action,0.04,42.0,T,0
Away: Shuffle Dungeon,DS,Role-Playing,0.03,65.0,E10+,0
Time Hollow,DS,Adventure,0.16,64.0,T,0
1 vs. 100,DS,Misc,0.08,38.0,E,0
Brain Voyage,DS,Puzzle,0.08,52.0,E,0
Raiden Fighters Aces,X360,Shooter,0.08,73.0,E10+,0
Mortimer Beckett and the Secrets of Spooky Manor,Wii,Puzzle,0.04,56.0,E,0
Knights in the Nightmare,DS,Role-Playing,0.08,76.0,T,0
Rhapsody: A Musical Adventure,DS,Role-Playing,0.05,67.0,E,0
LEGO Indiana Jones: The Original Adventures,PC,Action,0.04,78.0,E10+,0
Harvey Birdman: Attorney at Law,Wii,Adventure,0.08,60.0,T,0
GTR Evolution,PC,Racing,0.03,83.0,E,0
Jack Keane,PC,Adventure,0.03,69.0,T,0
Ninjatown,DS,Strategy,0.13,80.0,E,0
Castlevania Judgment,Wii,Fighting,0.16,49.0,T,0
Winter Sports 2: The Next Challenge,X360,Sports,0.07,41.0,E,0
S.T.A.L.K.E.R.: Clear Sky,PC,Shooter,0.04,75.0,M,0
Bangai-O Spirits,DS,Shooter,0.08,83.0,E10+,0
Lost in Blue: Shipwrecked,Wii,Adventure,0.08,54.0,E10+,0
Nitrobike,Wii,Racing,0.13,49.0,E10+,0
World of Goo,PC,Puzzle,0.04,90.0,E,0
Teenage Zombies: Invasion of the Alien Brain Thingys,DS,Adventure,0.04,67.0,E10+,0
Ultimate Shooting Collection,Wii,Shooter,0.08,66.0,E,0
Fracture,PS3,Shooter,0.16,62.0,T,0
The King of Fighters Collection: The Orochi Saga,PSP,Fighting,0.07,61.0,T,0
Little Red Riding Hood's Zombie BBQ,DS,Shooter,0.04,68.0,T,0
Need For Speed: Undercover,PC,Racing,0.08,65.0,T,0
Elebits: The Adventures of Kai and Zero,DS,Adventure,0.08,75.0,E,0
The Legend of Kage 2,DS,Action,0.07,70.0,E10+,0
Baroque,Wii,Role-Playing,0.07,50.0,T,0
Back At The Barnyard: Slop Bucket Games,DS,Sports,0.13,49.0,E,0
Ferrari Challenge Trofeo Pirelli,PS3,Racing,0.04,71.0,E,0
Agatha Christie: And Then There Were None,Wii,Adventure,0.07,50.0,T,0
Fading Shadows,PSP,Puzzle,0.04,62.0,E,0
Line Rider 2: Unbound,DS,Puzzle,0.08,59.0,E,0
Soul Bubbles,DS,Puzzle,0.08,78.0,E,0
TrackMania DS,DS,Racing,0.08,75.0,E,0
Homie Rollerz,DS,Racing,0.07,23.0,E,0
NPPL: Championship Paintball 2009,PS3,Shooter,0.16,45.0,E10+,0
NHL 2K9,PS3,Sports,0.13,70.0,E10+,0
Robocalypse,DS,Strategy,0.07,78.0,E10+,0
Metal Slug 7,DS,Shooter,0.14,70.0,T,0
Twin Strike: Operation Thunder,Wii,Shooter,0.04,50.0,E10+,0
Zoo Hospital,Wii,Simulation,0.16,61.0,E,0
Tomb Raider: Underworld,PC,Action,0.08,80.0,T,0
Prey the Stars,DS,Action,0.07,66.0,E,0
Code Lyoko: Fall of X.A.N.A.,DS,Adventure,0.08,51.0,E,0
Worms: A Space Oddity,Wii,Strategy,0.08,64.0,E10+,0
Goosebumps HorrorLand,Wii,Adventure,0.16,37.0,E10+,0
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon,PS2,Role-Playing,0.13,79.0,M,0
Syberia,DS,Action,0.13,52.0,T,0
Top Spin 3,DS,Action,0.13,65.0,E,0
Hotel Giant 2,PC,Strategy,0.03,58.0,E,0
Hammerin' Hero,PSP,Action,0.07,73.0,E10+,0
Pirates: Duels on the High Seas,DS,Action,0.03,50.0,E,0
Monster Rancher DS,DS,Role-Playing,0.13,58.0,E,0
Monster Lab,DS,Role-Playing,0.14,75.0,E10+,0
Tokyo Beat Down,DS,Action,0.07,56.0,T,0
Secret Agent Clank,PSP,Platform,0.13,72.0,E10+,0
NBA 09: The Inside,PS3,Sports,0.15,63.0,E,0
Populous DS,DS,Strategy,0.09,60.0,E10+,0
Mata Hari: Betrayal is only a Kiss Away,PC,Adventure,0.02,63.0,T,0
Family Party: 30 Great Games,Wii,Misc,0.09,42.0,E10+,0
Left 4 Dead,PC,Shooter,0.02,89.0,M,0
NHL 2K9,Wii,Sports,0.06,65.0,E10+,0
Monster Madness: Grave Danger,PS3,Shooter,0.06,55.0,T,0
MLB Power Pros 2008,PS2,Sports,0.15,67.0,E,0
Obscure: The Aftermath,Wii,Action,0.12,53.0,M,0
Wordmaster,DS,Strategy,0.09,57.0,E,0
Kung Fu Panda,PC,Action,0.02,71.0,E10+,0
Crimson Gem Saga,PSP,Role-Playing,0.06,78.0,T,0
Space Bust-A-Move,DS,Puzzle,0.12,71.0,E,0
Dream Pinball 3D,Wii,Misc,0.14,54.0,E10+,0
Rygar: The Battle of Argus,Wii,Action,0.09,52.0,T,0
Brothers in Arms: Hell's Highway,PC,Shooter,0.02,79.0,M,0
The Chronicles of Narnia: Prince Caspian,PS3,Action,0.17,56.0,T,0
Tom Clancy's Rainbow Six: Vegas 2,PC,Shooter,0.02,78.0,M,0
Frontlines: Fuel of War,PC,Shooter,0.02,73.0,T,0
My Pet Shop,DS,Simulation,0.06,60.0,E,0
FIFA Soccer 09,PC,Sports,0.02,77.0,E,0
Wild Earth: African Safari,Wii,Simulation,0.12,60.0,E,0
Skate it,DS,Sports,0.17,72.0,E,0
Ninja Reflex,DS,Action,0.1,54.0,E10+,0
The Lord of the Rings Online: Mines of Moria,PC,Role-Playing,0.02,85.0,T,0
"Blast Works: Build, Trade, Destroy",Wii,Shooter,0.1,78.0,E,0
Spider-Man: Web of Shadows,PC,Action,0.02,52.0,T,0
Jake Hunter: Detective Chronicles,DS,Adventure,0.02,47.0,T,0
Alone in the Dark,PS2,Adventure,0.06,47.0,M,0
Iron Chef America: Supreme Cuisine,Wii,Simulation,0.17,42.0,E10+,0
Chrysler Classic Racing,Wii,Racing,0.06,40.0,E,0
Commando: Steel Disaster,DS,Shooter,0.02,64.0,E10+,0
Major League Baseball 2K8 Fantasy All-Stars,DS,Sports,0.12,59.0,E,0
LEGO Batman: The Videogame,PC,Action,0.06,80.0,E10+,0
Assassin's Creed: Altair's Chronicles,DS,Platform,0.05,58.0,T,0
From The Abyss,DS,Role-Playing,0.06,59.0,E,0
Looney Tunes: Cartoon Conductor,DS,Misc,0.04,67.0,E,0
Little League World Series Baseball 2008,Wii,Sports,0.09,70.0,E,0
Chessmaster: The Art of Learning,PSP,Misc,0.12,64.0,E,0
NHL 2K9,X360,Sports,0.17,69.0,E10+,0
Eternal Poison,PS2,Role-Playing,0.14,65.0,T,0
Line Rider 2: Unbound,Wii,Puzzle,0.02,62.0,E,0
Brothers in Arms: Double Time,Wii,Shooter,0.13,45.0,M,0
Stronghold Crusader Extreme,PC,Strategy,0.02,45.0,T,0
Warriors Orochi 2,PS2,Action,0.13,52.0,T,0
X3: Terran Conflict,PC,Simulation,0.03,73.0,T,0
Spectral Force Genesis,DS,Role-Playing,0.09,46.0,T,0
Space Invaders Extreme,PSP,Shooter,0.09,84.0,E,0
Dokapon Kingdom,Wii,Role-Playing,0.13,73.0,E10+,0
Bully: Scholarship Edition,PC,Action,0.03,72.0,T,0
Pipe Mania,DS,Puzzle,0.09,71.0,E,0
MySims,PC,Simulation,0.03,70.0,E,0
Ducati Moto,DS,Racing,0.03,69.0,E,0
Supreme Commander,X360,Strategy,0.09,56.0,E10+,0
SPRay,Wii,Action,0.04,42.0,E10+,0
Igor: The Game,DS,Adventure,0.04,43.0,E,0
Red Bull BC One,DS,Misc,0.09,48.0,E,0
Cabela's Dangerous Hunts 2009,PS3,Sports,0.13,39.0,T,0
The Mummy: Tomb of the Dragon Emperor,DS,Action,0.09,43.0,T,0
The Mummy: Tomb of the Dragon Emperor,Wii,Action,0.09,39.0,T,0
007: Quantum of Solace,DS,Action,0.13,65.0,T,0
Battle Fantasia,X360,Fighting,0.09,71.0,T,0
FIFA Street 3,DS,Sports,0.09,56.0,E,0
Lock's Quest,DS,Strategy,0.09,80.0,E,0
Hellboy: The Science of Evil,PS3,Action,0.17,47.0,T,0
Pipe Mania,PSP,Puzzle,0.07,74.0,E,0
George of the Jungle and the Search for the Secret,Wii,Platform,0.02,35.0,E,0
Insecticide,DS,Action,0.06,55.0,E10+,0
Left Brain Right Brain 2,DS,Misc,0.13,51.0,E,0
NBA 09: The Inside,PSP,Sports,0.17,79.0,E,0
Shaun the Sheep,DS,Adventure,0.04,58.0,E,0
The Dark Spire,DS,Role-Playing,0.04,69.0,E10+,0
Let's TAP,Wii,Misc,0.17,70.0,E,0
Prinny: Can I Really Be the Hero?,PSP,Platform,0.09,72.0,T,0
Steambot Chronicles: Battle Tournament,PSP,Fighting,0.06,54.0,E10+,0
Professor Heinz Wolff's Gravity,Wii,Puzzle,0.17,63.0,E,0
Backyard Baseball '09,Wii,Sports,0.04,37.0,E,0
FaceBreaker,PS3,Fighting,0.17,53.0,T,0
Warhammer Online: Age of Reckoning,PC,Role-Playing,0.02,86.0,T,0
Prince of Persia: The Fallen King,DS,Action,0.07,64.0,E,0
The Tale of Despereaux,DS,Platform,0.07,75.0,E,0
Moto Racer DS,DS,Racing,0.02,73.0,E,0
echochrome,PSP,Puzzle,0.09,79.0,E,0
Tom Clancy's EndWar,DS,Strategy,0.09,69.0,T,0
"Flower, Sun, and Rain",DS,Adventure,0.07,54.0,T,0
Professor Heinz Wolff's Gravity,DS,Puzzle,0.05,53.0,E,0
Lux-Pain,DS,Adventure,0.04,48.0,T,0
Don King Presents: Prizefighter,X360,Sports,0.25,56.0,T,0
Fire Emblem: Shadow Dragon,DS,Role-Playing,0.61,81.0,E10+,0
FIFA Soccer 09,X360,Sports,1.94,87.0,E,1
The Chronicles of Narnia: Prince Caspian,PS2,Action,0.4,67.0,T,0
Burnout Paradise,PS3,Racing,1.94,87.0,E10+,1
Brothers in Arms: Hell's Highway,PS3,Shooter,0.93,76.0,M,0
Spider-Man: Web of Shadows,X360,Action,0.4,68.0,T,0
Mortal Kombat vs. DC Universe,PS3,Fighting,2.0,76.0,T,1
Dead Space,PS3,Action,2.0,88.0,M,1
WWE SmackDown vs. Raw 2009,X360,Fighting,0.92,79.0,T,0
Kung Fu Panda,Wii,Action,0.91,70.0,E10+,0
Tom Clancy's EndWar,X360,Strategy,0.91,77.0,T,0
Turning Point: Fall of Liberty,PS3,Shooter,0.24,42.0,T,0
Rayman Raving Rabbids: TV Party,Wii,Misc,2.03,73.0,E10+,1
Carnival Games,DS,Misc,2.03,48.0,E,1
Sonic Riders: Zero Gravity,Wii,Racing,0.91,56.0,E,0
Call of Duty: World at War,Wii,Shooter,1.94,83.0,M,1
Need For Speed: Undercover,PS3,Racing,2.05,59.0,T,1
Dance Dance Revolution: Disney Channel Edition,PS2,Simulation,0.24,61.0,E,0
Valkyrie Profile: Covenant of the Plume,DS,Role-Playing,0.42,74.0,T,0
The Incredible Hulk,DS,Action,0.24,50.0,E10+,0
Crash: Mind Over Mutant,DS,Platform,0.42,45.0,E,0
MLB 08: The Show,PS2,Sports,0.42,84.0,E,0
Cradle of Rome,DS,Puzzle,0.24,63.0,E,0
Avalon Code,DS,Role-Playing,0.24,71.0,E10+,0
TouchMaster 2,DS,Puzzle,0.89,76.0,E,0
Resident Evil Archives: Resident Evil Zero,Wii,Action,0.24,62.0,M,0
Pure,PS3,Racing,0.89,83.0,E,0
Call of Duty: World at War,DS,Shooter,0.89,75.0,T,0
Crash: Mind Over Mutant,Wii,Platform,0.43,70.0,E10+,0
Sonic Unleashed,Wii,Platform,2.16,66.0,E10+,1
Disney Sing It,X360,Misc,0.43,53.0,E,0
AC/DC LIVE: Rock Band Track Pack,PS3,Misc,0.24,60.0,T,0
Mortal Kombat vs. DC Universe,X360,Fighting,1.93,72.0,T,1
Guitar Hero: World Tour,PS3,Misc,1.92,84.0,T,1
Wall-E,PS3,Platform,0.4,51.0,E,0
Midnight Club: LA Remix,PSP,Racing,0.98,79.0,T,0
Pro Evolution Soccer 2008,PSP,Sports,0.98,80.0,E,0
MotoGP 08,PS3,Racing,0.39,65.0,E,0
Fallout 3,PC,Role-Playing,0.98,91.0,M,0
Dance Dance Revolution X,PS2,Simulation,1.75,55.0,E10+,1
Legendary,X360,Shooter,0.26,47.0,M,0
Karaoke Revolution Presents American Idol Encore,PS2,Misc,0.39,76.0,E,0
Nancy Drew: The Mystery of the Clue Bender Society,DS,Adventure,0.26,46.0,E10+,0
NASCAR 09,X360,Racing,0.25,69.0,E,0
NASCAR 09,PS3,Racing,0.25,65.0,E,0
Condemned 2: Bloodshot,PS3,Action,0.39,82.0,M,0
de Blob,Wii,Platform,0.96,82.0,E,0
My Weight Loss Coach,DS,Sports,0.95,63.0,E,0
Sonic Unleashed,X360,Platform,0.95,60.0,E10+,0
Phantasy Star Portable,PSP,Role-Playing,0.94,64.0,T,0
Sega Superstars Tennis,PS3,Sports,0.4,67.0,E10+,0
Star Wars: The Force Unleashed,Wii,Action,1.86,71.0,T,1
SBK Superbike World Championship,PS3,Racing,0.25,59.0,E10+,0
Dynasty Warriors 6,PS2,Action,0.25,43.0,T,0
Mario Super Sluggers,Wii,Sports,1.89,69.0,E,1
Bolt,X360,Adventure,0.25,57.0,E10+,0
Mega Brain Boost,DS,Puzzle,0.01,48.0,E,0
SingStar Abba,PS3,Misc,0.93,70.0,T,0
FIFA Soccer 09 All-Play,Wii,Sports,0.89,80.0,E,0
White Knight Chronicles: International Edition,PS3,Role-Playing,0.93,64.0,T,0
Spider-Man: Web of Shadows,Wii,Action,0.25,63.0,T,0
The Mummy: Tomb of the Dragon Emperor,PS2,Action,0.25,38.0,T,0
Madden NFL 09,PS3,Sports,1.88,85.0,E,1
Game Party 2,Wii,Misc,1.88,29.0,E,1
Madagascar: Escape 2 Africa,X360,Action,0.25,62.0,E10+,0
WWE SmackDown vs. Raw 2009,PS3,Fighting,0.94,78.0,T,0
Monopoly,Wii,Misc,1.89,70.0,E,1
Puzzler Collection,DS,Puzzle,0.99,71.0,E,0
Fossil Fighters,DS,Role-Playing,0.89,70.0,E,0
PDC World Championship Darts 2008,Wii,Sports,0.24,51.0,E10+,0
Resistance 2,PS3,Shooter,2.46,87.0,M,1
Tomb Raider: Underworld,Wii,Action,0.45,70.0,T,0
Pure,X360,Racing,2.47,85.0,E,1
Need For Speed: Undercover,DS,Racing,0.23,59.0,E10+,0
WWE SmackDown vs. Raw 2009,Wii,Fighting,0.83,79.0,T,0
Deca Sports,Wii,Sports,2.5,50.0,E,1
Madden NFL 09,X360,Sports,2.53,83.0,E,1
Sid Meier's Civilization Revolution,X360,Strategy,0.83,84.0,E10+,0
Style Savvy,DS,Simulation,2.58,73.0,E,1
